clean_title,type.x,genres.x,average_rating,release_year.x,type.y,release_year.y,genres.y,weekly_hours_viewed
oceans,Movie,Documentary,7.7,2008,NA,NA,NA,NA
baked,TV Show,Comedy,7.7,2015,NA,NA,NA,NA
wwe raw,TV Show,"Action, Sport",7.7,1993,NA,NA,NA,NA
invisible life,Movie,Drama,7.7,2019,NA,NA,NA,NA
once upon a time... in hollywood,Movie,"Comedy, Drama",7.6,2019,NA,NA,NA,NA
300,Movie,"Action, Drama",7.6,2006,NA,NA,NA,NA
star wars episode iii - revenge of the sith,Movie,"Action, Adventure, Fantasy",7.6,2005,NA,NA,NA,NA
guardians of the galaxy vol. 2,Movie,"Action, Adventure, Comedy",7.6,2017,NA,NA,NA,NA
american psycho,Movie,"Crime, Drama, Horror",7.6,2000,Movie,2000,"Comedies, Cult Movies, Dramas",NA
deadpool 2,Movie,"Action, Adventure, Comedy",7.6,2018,NA,NA,NA,NA
sherlock holmes,Movie,"Action, Adventure, Mystery",7.6,2009,Movie,2009,"Action & Adventure, Comedies",NA
superbad,Movie,Comedy,7.6,2007,Movie,2007,"Comedies, Cult Movies",NA
harry potter and the half-blood prince,Movie,"Action, Adventure, Family",7.6,2009,NA,NA,NA,NA
kick-ass,Movie,"Action, Comedy, Crime",7.6,2010,NA,NA,NA,NA
despicable me,Movie,"Adventure, Animation, Comedy",7.6,2010,NA,NA,NA,5590000
despicable me,Movie,"Adventure, Animation, Comedy",7.6,2010,NA,NA,NA,7170000
despicable me,Movie,"Adventure, Animation, Comedy",7.6,2010,NA,NA,NA,8950000
despicable me,Movie,"Adventure, Animation, Comedy",7.6,2010,NA,NA,NA,6850000
minority report,Movie,"Action, Crime, Mystery",7.6,2002,NA,NA,NA,NA
watchmen,Movie,"Action, Drama, Mystery",7.6,2009,NA,NA,NA,NA
rise of the planet of the apes,Movie,"Action, Drama, Sci-Fi",7.6,2011,NA,NA,NA,NA
fury,Movie,"Action, Drama, War",7.6,2014,NA,NA,NA,NA
love actually,Movie,"Comedy, Drama, Romance",7.6,2003,NA,NA,NA,NA
kung fu panda,Movie,"Action, Adventure, Animation",7.6,2008,Movie,2008,"Children & Family Movies, Comedies",NA
the butterfly effect,Movie,"Drama, Sci-Fi, Thriller",7.6,2004,NA,NA,NA,NA
the fifth element,Movie,"Action, Adventure, Sci-Fi",7.6,1997,NA,NA,NA,NA
dawn of the planet of the apes,Movie,"Action, Adventure, Drama",7.6,2014,NA,NA,NA,NA
saw,Movie,"Horror, Mystery, Thriller",7.6,2004,NA,NA,NA,NA
moneyball,Movie,"Biography, Drama, Sport",7.6,2011,NA,NA,NA,NA
scott pilgrim vs. the world,Movie,"Action, Comedy, Fantasy",7.6,2010,Movie,2010,"Action & Adventure, Comedies, Cult Movies",NA
midnight in paris,Movie,"Comedy, Fantasy, Romance",7.6,2011,NA,NA,NA,NA
the godfather part iii,Movie,"Crime, Drama",7.6,1990,NA,NA,NA,NA
a star is born,Movie,"Drama, Music, Romance",7.6,2018,NA,NA,NA,NA
the machinist,Movie,"Drama, Thriller",7.6,2004,Movie,2004,"Dramas, Independent Movies, Thrillers",NA
deadpool & wolverine,Movie,"Action, Adventure, Comedy",7.6,2024,NA,NA,NA,NA
die hard with a vengeance,Movie,"Action, Adventure, Thriller",7.6,1995,NA,NA,NA,NA
inside man,Movie,"Crime, Drama, Mystery",7.6,2006,NA,NA,NA,24970000
inside man,Movie,"Crime, Drama, Mystery",7.6,2006,NA,NA,NA,52940000
the others,Movie,"Horror, Mystery, Thriller",7.6,2001,NA,NA,NA,NA
moana,Movie,"Adventure, Animation, Comedy",7.6,2016,NA,NA,NA,NA
the blind side,Movie,"Biography, Drama, Sport",7.6,2009,NA,NA,NA,8710000
the blind side,Movie,"Biography, Drama, Sport",7.6,2009,NA,NA,NA,9880000
true grit,Movie,"Drama, Western",7.6,2010,Movie,1969,"Classic Movies, Dramas",NA
john wick chapter 4,Movie,"Action, Crime, Thriller",7.6,2023,NA,NA,NA,NA
greys anatomy,TV Show,"Drama, Romance",7.6,2005,TV Show,2020,"Romantic TV Shows, TV Dramas",15990000
greys anatomy,TV Show,"Drama, Romance",7.6,2005,TV Show,2020,"Romantic TV Shows, TV Dramas",29650000
greys anatomy,TV Show,"Drama, Romance",7.6,2005,TV Show,2020,"Romantic TV Shows, TV Dramas",18680000
50/50,Movie,"Comedy, Drama, Romance",7.6,2011,Movie,2011,"Comedies, Dramas, Independent Movies",NA
lord of war,Movie,"Crime, Drama",7.6,2005,NA,NA,NA,NA
310 to yuma,Movie,"Action, Crime, Drama",7.6,2007,NA,NA,NA,NA
bridge of spies,Movie,"Drama, History, Thriller",7.6,2015,NA,NA,NA,NA
seven pounds,Movie,"Drama, Mystery, Thriller",7.6,2008,Movie,2008,"Dramas, Romantic Movies",NA
the royal tenenbaums,Movie,"Comedy, Drama",7.6,2001,NA,NA,NA,NA
creed,Movie,"Action, Drama, Sport",7.6,2015,NA,NA,NA,NA
moulin rouge!,Movie,"Drama, Musical, Romance",7.6,2001,NA,NA,NA,NA
gone baby gone,Movie,"Crime, Drama, Mystery",7.6,2007,NA,NA,NA,NA
the little mermaid,Movie,"Adventure, Animation, Family",7.6,1989,Movie,2018,"Children & Family Movies, Dramas",NA
office space,Movie,Comedy,7.6,1999,NA,NA,NA,NA
robocop,Movie,"Action, Crime, Sci-Fi",7.6,1987,NA,NA,NA,NA
toy story 4,Movie,"Adventure, Animation, Comedy",7.6,2019,NA,NA,NA,NA
stardust,Movie,"Adventure, Fantasy, Romance",7.6,2007,Movie,2007,"Action & Adventure, International Movies, Romantic Movies",NA
lethal weapon,Movie,"Action, Crime, Thriller",7.6,1987,NA,NA,NA,NA
end of watch,Movie,"Action, Crime, Drama",7.6,2012,Movie,2012,Action & Adventure,NA
train to busan,Movie,"Action, Horror, Thriller",7.6,2016,Movie,2016,"Action & Adventure, Horror Movies, International Movies",NA
killers of the flower moon,Movie,"Crime, Drama, History",7.6,2023,NA,NA,NA,NA
eastern promises,Movie,"Crime, Drama, Thriller",7.6,2007,NA,NA,NA,NA
the reader,Movie,"Drama, Mystery, Romance",7.6,2008,NA,NA,NA,NA
hell or high water,Movie,"Crime, Drama, Thriller",7.6,2016,Movie,2016,"Dramas, Independent Movies",NA
the boondock saints,Movie,"Action, Crime, Thriller",7.6,1999,NA,NA,NA,NA
21 grams,Movie,"Crime, Drama, Thriller",7.6,2003,NA,NA,NA,NA
the whale,Movie,Drama,7.6,2022,NA,NA,NA,NA
match point,Movie,"Drama, Romance, Thriller",7.6,2005,NA,NA,NA,NA
traffic,Movie,"Crime, Drama, Thriller",7.6,2000,NA,NA,NA,NA
close encounters of the third kind,Movie,"Drama, Sci-Fi",7.6,1977,NA,NA,NA,NA
the raid redemption,Movie,"Action, Crime, Thriller",7.6,2011,NA,NA,NA,2.00E+06
snow white and the seven dwarfs,Movie,"Adventure, Animation, Family",7.6,1937,NA,NA,NA,NA
dark city,Movie,"Fantasy, Mystery, Sci-Fi",7.6,1998,NA,NA,NA,NA
falling down,Movie,"Crime, Drama, Thriller",7.6,1993,NA,NA,NA,NA
run lola run,Movie,"Action, Crime, Thriller",7.6,1998,NA,NA,NA,NA
the fly,Movie,"Drama, Horror, Sci-Fi",7.6,1986,NA,NA,NA,NA
the birds,Movie,"Drama, Horror, Mystery",7.6,1963,NA,NA,NA,NA
what we do in the shadows,Movie,"Comedy, Horror",7.6,2014,NA,NA,NA,NA
the road warrior,Movie,"Action, Adventure, Sci-Fi",7.6,1981,NA,NA,NA,NA
dazed and confused,Movie,Comedy,7.6,1993,NA,NA,NA,NA
the thin red line,Movie,"Drama, History, War",7.6,1998,NA,NA,NA,NA
the jungle book,Movie,"Adventure, Animation, Comedy",7.6,1967,TV Show,2010,Kids' TV,NA
rushmore,Movie,"Comedy, Drama, Romance",7.6,1998,NA,NA,NA,NA
the last king of scotland,Movie,"Biography, Drama, History",7.6,2006,NA,NA,NA,NA
breakfast at tiffanys,Movie,"Comedy, Drama, Romance",7.6,1961,NA,NA,NA,NA
the last of the mohicans,Movie,"Action, Adventure, Drama",7.6,1992,NA,NA,NA,NA
the naked gun from the files of police squad!,Movie,"Comedy, Crime",7.6,1988,Movie,1988,"Comedies, Cult Movies",NA
25th hour,Movie,Drama,7.6,2002,NA,NA,NA,NA
inside out 2,Movie,"Adventure, Animation, Comedy",7.6,2024,NA,NA,NA,NA
searching,Movie,"Drama, Mystery, Thriller",7.6,2018,NA,NA,NA,NA
thelma & louise,Movie,"Adventure, Crime, Drama",7.6,1991,NA,NA,NA,NA
the skin i live in,Movie,"Drama, Mystery, Thriller",7.6,2011,NA,NA,NA,NA
ponyo,Movie,"Adventure, Animation, Comedy",7.6,2008,NA,NA,NA,NA
"planes, trains & automobiles",Movie,"Comedy, Drama",7.6,1987,NA,NA,NA,NA
i am sam,Movie,Drama,7.6,2001,Movie,2001,Dramas,NA
lost highway,Movie,"Drama, Mystery, Thriller",7.6,1997,NA,NA,NA,NA
escape from alcatraz,Movie,"Biography, Crime, Drama",7.6,1979,NA,NA,NA,NA
my cousin vinny,Movie,"Comedy, Crime",7.6,1992,NA,NA,NA,NA
gifted,Movie,Drama,7.6,2017,NA,NA,NA,NA
desperate housewives,TV Show,"Comedy, Drama, Mystery",7.6,2004,NA,NA,NA,NA
the two popes,Movie,"Biography, Comedy, Drama",7.6,2019,Movie,2019,Dramas,NA
star trek first contact,Movie,"Action, Adventure, Drama",7.6,1996,NA,NA,NA,NA
the florida project,Movie,Drama,7.6,2017,Movie,2017,"Dramas, Independent Movies",NA
the mitchells vs. the machines,Movie,"Adventure, Animation, Comedy",7.6,2021,Movie,2021,"Children & Family Movies, Comedies",4890000
barton fink,Movie,"Comedy, Drama, Thriller",7.6,1991,NA,NA,NA,NA
sound of freedom,Movie,"Biography, Crime, Drama",7.6,2023,NA,NA,NA,NA
west side story,Movie,"Crime, Drama, Musical",7.6,1961,NA,NA,NA,NA
deliverance,Movie,"Adventure, Drama, Thriller",7.6,1972,NA,NA,NA,NA
guillermo del toros pinocchio,Movie,"Adventure, Animation, Drama",7.6,2022,NA,NA,NA,NA
the wave,Movie,"Drama, Thriller",7.6,2008,NA,NA,NA,NA
enter the dragon,Movie,"Action, Crime, Thriller",7.6,1973,Movie,1973,"Action & Adventure, Classic Movies",NA
frost/nixon,Movie,"Biography, Drama, History",7.6,2008,NA,NA,NA,NA
united 93,Movie,"Action, Drama, History",7.6,2006,NA,NA,NA,NA
dark waters,Movie,"Biography, Drama, History",7.6,2019,Movie,1956,"Classic Movies, Dramas, International Movies",NA
the peanut butter falcon,Movie,"Adventure, Comedy, Drama",7.6,2019,NA,NA,NA,NA
volver,Movie,"Comedy, Drama",7.6,2006,NA,NA,NA,NA
the secret world of arrietty,Movie,"Adventure, Animation, Drama",7.6,2010,NA,NA,NA,NA
aftersun,Movie,Drama,7.6,2022,NA,NA,NA,NA
philomena,Movie,"Biography, Comedy, Drama",7.6,2013,Movie,2013,"Dramas, Independent Movies, International Movies",NA
the outsider,TV Show,"Crime, Drama, Horror",7.6,2020,Movie,2018,"Dramas, Thrillers",NA
the hurricane,Movie,"Biography, Drama, Sport",7.6,1999,NA,NA,NA,NA
foundation,TV Show,"Drama, Sci-Fi",7.6,2021,NA,NA,NA,NA
see,TV Show,"Action, Drama, Sci-Fi",7.6,2019,NA,NA,NA,NA
rebel without a cause,Movie,Drama,7.6,1955,Movie,1955,"Classic Movies, Dramas",NA
the o.c.,TV Show,"Comedy, Drama, Romance",7.6,2003,NA,NA,NA,NA
the iron claw,Movie,"Biography, Drama, Sport",7.6,2023,NA,NA,NA,NA
american gods,TV Show,"Drama, Fantasy, Mystery",7.6,2017,NA,NA,NA,NA
pushpa the rise - part 1,Movie,"Action, Crime, Drama",7.6,2021,NA,NA,NA,NA
the bridges of madison county,Movie,"Drama, Romance",7.6,1995,NA,NA,NA,NA
the social dilemma,Movie,"Documentary, Drama",7.6,2020,Movie,2020,Documentaries,NA
maniac,TV Show,"Comedy, Drama, Sci-Fi",7.6,2018,TV Show,2018,"TV Comedies, TV Dramas, TV Mysteries",NA
freedom writers,Movie,"Biography, Crime, Drama",7.6,2007,Movie,2007,Dramas,NA
after hours,Movie,"Comedy, Crime, Drama",7.6,1985,NA,NA,NA,NA
the peripheral,TV Show,"Drama, Mystery, Sci-Fi",7.6,2022,NA,NA,NA,NA
the kite runner,Movie,Drama,7.6,2007,NA,NA,NA,NA
three colors white,Movie,"Comedy, Drama, Romance",7.6,1994,NA,NA,NA,NA
only the brave,Movie,"Action, Biography, Drama",7.6,2017,NA,NA,NA,NA
fearless,Movie,"Action, Biography, Drama",7.6,2006,Movie,2020,"Children & Family Movies, Comedies",NA
mysterious skin,Movie,Drama,7.6,2004,NA,NA,NA,NA
just mercy,Movie,"Biography, Crime, Drama",7.6,2019,NA,NA,NA,NA
a very long engagement,Movie,"Drama, Mystery, Romance",7.6,2004,NA,NA,NA,NA
your honor,TV Show,"Crime, Drama, Thriller",7.6,2020,NA,NA,NA,NA
the station agent,Movie,"Comedy, Drama",7.6,2003,NA,NA,NA,NA
the body,Movie,"Crime, Drama, Mystery",7.6,2012,Movie,2019,"International Movies, Thrillers",NA
hotel mumbai,Movie,"Action, Drama, History",7.6,2018,NA,NA,NA,NA
limitless,TV Show,"Comedy, Crime, Drama",7.6,2015,Movie,2017,"Documentaries, International Movies, Sports Movies",NA
sabrina,Movie,"Comedy, Drama, Romance",7.6,1954,Movie,2018,"Horror Movies, International Movies",NA
cell 211,Movie,"Action, Crime, Drama",7.6,2009,NA,NA,NA,NA
control,Movie,"Biography, Drama, Music",7.6,2007,NA,NA,NA,NA
the little prince,Movie,"Adventure, Animation, Comedy",7.6,2015,Movie,2015,Children & Family Movies,NA
queen charlotte a bridgerton story,TV Show,"Drama, History, Romance",7.6,2023,NA,NA,NA,16710000
queen charlotte a bridgerton story,TV Show,"Drama, History, Romance",7.6,2023,NA,NA,NA,27210000
queen charlotte a bridgerton story,TV Show,"Drama, History, Romance",7.6,2023,NA,NA,NA,42900000
queen charlotte a bridgerton story,TV Show,"Drama, History, Romance",7.6,2023,NA,NA,NA,82390000
queen charlotte a bridgerton story,TV Show,"Drama, History, Romance",7.6,2023,NA,NA,NA,158680000
queen charlotte a bridgerton story,TV Show,"Drama, History, Romance",7.6,2023,NA,NA,NA,148280000
continuum,TV Show,"Action, Sci-Fi, Thriller",7.6,2012,NA,NA,NA,NA
victoria,Movie,"Crime, Drama, Romance",7.6,2015,NA,NA,NA,NA
where eagles dare,Movie,"Action, Adventure, War",7.6,1968,NA,NA,NA,NA
all of us strangers,Movie,"Drama, Romance",7.6,2023,NA,NA,NA,NA
terminator the sarah connor chronicles,TV Show,"Action, Drama, Fantasy",7.6,2008,NA,NA,NA,NA
sanju,Movie,"Biography, Comedy, Drama",7.6,2018,Movie,2018,"Dramas, International Movies",NA
the 39 steps,Movie,"Crime, Mystery, Thriller",7.6,1935,NA,NA,NA,NA
flashforward,TV Show,"Drama, Mystery, Sci-Fi",7.6,2009,NA,NA,NA,NA
star trek enterprise,TV Show,"Action, Adventure, Drama",7.6,2001,TV Show,2004,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",NA
religulous,Movie,"Comedy, Documentary, War",7.6,2008,NA,NA,NA,NA
repulsion,Movie,"Drama, Horror, Thriller",7.6,1965,NA,NA,NA,NA
warehouse 13,TV Show,"Adventure, Drama, Mystery",7.6,2009,NA,NA,NA,NA
leviathan,Movie,"Crime, Drama",7.6,2014,NA,NA,NA,NA
the magicians,TV Show,"Drama, Fantasy, Mystery",7.6,2015,TV Show,2020,"TV Dramas, TV Sci-Fi & Fantasy",NA
shine,Movie,"Biography, Drama, Music",7.6,1996,NA,NA,NA,NA
the old man,TV Show,"Action, Drama, Thriller",7.6,2022,NA,NA,NA,NA
down by law,Movie,"Comedy, Crime, Drama",7.6,1986,NA,NA,NA,NA
alias,TV Show,"Action, Drama, Mystery",7.6,2001,NA,NA,NA,NA
kellys heroes,Movie,"Adventure, Comedy, War",7.6,1970,NA,NA,NA,NA
stargate universe,TV Show,"Drama, Sci-Fi",7.6,2009,NA,NA,NA,NA
white christmas,Movie,"Comedy, Musical, Romance",7.6,1954,Movie,1954,"Children & Family Movies, Classic Movies, Comedies",NA
from here to eternity,Movie,"Drama, Romance, War",7.6,1953,NA,NA,NA,NA
devs,TV Show,"Drama, Mystery, Sci-Fi",7.6,2020,NA,NA,NA,NA
the serpent,TV Show,"Crime, Drama, Thriller",7.6,2021,NA,NA,NA,NA
belle de jour,Movie,"Drama, Romance",7.6,1967,NA,NA,NA,NA
when marnie was there,Movie,"Animation, Drama, Family",7.6,2014,NA,NA,NA,NA
pokémon,TV Show,"Action, Adventure, Animation",7.6,1997,NA,NA,NA,NA
suzume,Movie,"Action, Adventure, Animation",7.6,2022,NA,NA,NA,NA
timeless,TV Show,"Action, Adventure, Drama",7.6,2016,NA,NA,NA,NA
short cuts,Movie,"Comedy, Drama",7.6,1993,NA,NA,NA,NA
messiah,TV Show,"Drama, Mystery, Thriller",7.6,2020,TV Show,2020,"TV Dramas, TV Thrillers",NA
love,TV Show,"Comedy, Drama, Romance",7.6,2016,Movie,2020,"Dramas, Independent Movies, International Movies",NA
the boy who harnessed the wind,Movie,"Biography, Drama, History",7.6,2019,Movie,2019,"Children & Family Movies, Dramas, Independent Movies",NA
le dîner de cons,Movie,Comedy,7.6,1998,NA,NA,NA,NA
shane,Movie,"Drama, Western",7.6,1953,NA,NA,NA,NA
the visitor,Movie,Drama,7.6,2007,NA,NA,NA,NA
zelig,Movie,Comedy,7.6,1983,NA,NA,NA,NA
ludo,Movie,"Action, Comedy, Drama",7.6,2020,Movie,2020,"Comedies, Dramas, International Movies",NA
hanna,TV Show,"Action, Drama",7.6,2019,NA,NA,NA,7120000
everybody hates chris,TV Show,"Comedy, Drama, Music",7.6,2005,NA,NA,NA,NA
giant,Movie,"Drama, Western",7.6,1956,NA,NA,NA,NA
macgyver,TV Show,"Action, Adventure, Crime",7.6,1985,NA,NA,NA,NA
three identical strangers,Movie,"Biography, Documentary, Drama",7.6,2018,NA,NA,NA,NA
in a better world,Movie,"Drama, Romance",7.6,2010,NA,NA,NA,NA
love and death,Movie,"Comedy, War",7.6,1975,NA,NA,NA,NA
mustang,Movie,Drama,7.6,2015,NA,NA,NA,NA
the invisible man,Movie,"Horror, Sci-Fi",7.6,1933,NA,NA,NA,6530000
peeping tom,Movie,"Drama, Horror, Thriller",7.6,1960,NA,NA,NA,NA
watership down,Movie,"Adventure, Animation, Drama",7.6,1978,TV Show,2018,"British TV Shows, International TV Shows, TV Action & Adventure",NA
the art of racing in the rain,Movie,"Comedy, Drama, Romance",7.6,2019,NA,NA,NA,NA
the muppet movie,Movie,"Adventure, Comedy, Family",7.6,1979,NA,NA,NA,NA
the commitments,Movie,"Comedy, Drama, Music",7.6,1991,NA,NA,NA,NA
boy a,Movie,Drama,7.6,2007,NA,NA,NA,NA
alias grace,TV Show,"Biography, Crime, Drama",7.6,2017,TV Show,2017,"Crime TV Shows, International TV Shows, TV Dramas",NA
rizzoli & isles,TV Show,"Crime, Drama, Mystery",7.6,2010,NA,NA,NA,NA
only yesterday,Movie,"Animation, Drama, Romance",7.6,1991,NA,NA,NA,NA
"duck, you sucker!",Movie,"Drama, War, Western",7.6,1971,NA,NA,NA,NA
the odd couple,Movie,Comedy,7.6,1968,NA,NA,NA,NA
station eleven,TV Show,"Adventure, Drama, Fantasy",7.6,2021,NA,NA,NA,NA
transformers one,Movie,"Action, Adventure, Animation",7.6,2024,NA,NA,NA,NA
the taking of pelham one two three,Movie,"Action, Crime, Thriller",7.6,1974,NA,NA,NA,NA
a little princess,Movie,"Drama, Family, Fantasy",7.6,1995,NA,NA,NA,NA
hey arnold!,TV Show,"Animation, Comedy, Family",7.6,1996,NA,NA,NA,NA
gods own country,Movie,"Drama, Romance",7.6,2017,Movie,2017,"Dramas, Independent Movies, International Movies",NA
vampire hunter d bloodlust,Movie,"Action, Animation, Drama",7.6,2000,NA,NA,NA,NA
ponniyin selvan part i,Movie,"Action, Drama",7.6,2022,NA,NA,NA,NA
legend of the seeker,TV Show,"Action, Adventure, Drama",7.6,2008,NA,NA,NA,NA
eyes without a face,Movie,"Drama, Horror",7.6,1960,NA,NA,NA,NA
gilda,Movie,"Drama, Film-Noir, Romance",7.6,1946,NA,NA,NA,NA
loveless,Movie,Drama,7.6,2017,NA,NA,NA,NA
jeremiah johnson,Movie,"Adventure, Drama, Western",7.6,1972,NA,NA,NA,NA
on golden pond,Movie,Drama,7.6,1981,NA,NA,NA,NA
raanjhanaa,Movie,"Drama, Romance",7.6,2013,NA,NA,NA,NA
romeo and juliet,Movie,"Drama, Romance",7.6,1968,NA,NA,NA,NA
wake up sid,Movie,"Comedy, Drama, Romance",7.6,2009,Movie,2009,"Comedies, International Movies, Romantic Movies",NA
piku,Movie,"Comedy, Drama",7.6,2015,NA,NA,NA,NA
the red violin,Movie,"Drama, Music, Mystery",7.6,1998,NA,NA,NA,NA
lupin iii the castle of cagliostro,Movie,"Adventure, Animation, Comedy",7.6,1979,NA,NA,NA,NA
kill,Movie,"Action, Crime, Drama",7.6,2023,NA,NA,NA,NA
lost girl,TV Show,"Action, Drama, Fantasy",7.6,2010,TV Show,2015,"TV Dramas, TV Horror, TV Mysteries",NA
weekend,Movie,"Drama, Romance",7.6,2011,NA,NA,NA,NA
delhi belly,Movie,"Action, Comedy, Crime",7.6,2011,Movie,2011,"Action & Adventure, Comedies, International Movies",NA
"argentina, 1985",Movie,"Biography, Crime, Drama",7.6,2022,NA,NA,NA,NA
cold case,TV Show,"Crime, Drama, Mystery",7.6,2003,NA,NA,NA,NA
mortal world,Movie,"Action, Comedy, Crime",7.6,2018,NA,NA,NA,NA
joyeux noel,Movie,"Drama, History, Music",7.6,2005,NA,NA,NA,NA
the ladykillers,Movie,"Comedy, Crime",7.6,1955,NA,NA,NA,NA
lifeboat,Movie,"Drama, War",7.6,1944,NA,NA,NA,NA
mr. church,Movie,"Comedy, Drama",7.6,2016,Movie,2016,Dramas,NA
gettysburg,Movie,"Drama, History, War",7.6,1993,NA,NA,NA,NA
one cut of the dead,Movie,"Comedy, Drama, Horror",7.6,2017,NA,NA,NA,NA
miami vice,TV Show,"Action, Crime, Drama",7.6,1984,NA,NA,NA,NA
highway,Movie,"Crime, Drama, Romance",7.6,2014,Movie,2014,"Action & Adventure, Dramas, International Movies",NA
chicago med,TV Show,Drama,7.6,2015,TV Show,2019,TV Dramas,NA
devilman crybaby,TV Show,"Action, Animation, Drama",7.6,2018,TV Show,2018,"Anime Series, International TV Shows, TV Horror",NA
baazigar,Movie,"Crime, Drama, Musical",7.6,1993,NA,NA,NA,NA
"oslo, august 31st",Movie,Drama,7.6,2011,NA,NA,NA,NA
tanu weds manu returns,Movie,"Comedy, Drama, Romance",7.6,2015,NA,NA,NA,NA
marcel the shell with shoes on,Movie,"Animation, Comedy, Drama",7.6,2021,NA,NA,NA,NA
the devils hour,TV Show,"Drama, Mystery, Thriller",7.6,2022,NA,NA,NA,NA
perry mason,TV Show,"Crime, Drama, History",7.6,2020,NA,NA,NA,NA
future man,TV Show,"Action, Adventure, Comedy",7.6,2017,NA,NA,NA,NA
nashville,Movie,"Comedy, Drama, Music",7.6,1975,NA,NA,NA,NA
we own this city,TV Show,"Biography, Crime, Drama",7.6,2022,NA,NA,NA,NA
les misérables,Movie,"Crime, Drama, Thriller",7.6,2019,NA,NA,NA,NA
sophie scholl the final days,Movie,"Biography, Crime, Drama",7.6,2005,NA,NA,NA,NA
mccabe & mrs. miller,Movie,"Drama, Western",7.6,1971,NA,NA,NA,NA
law & order criminal intent,TV Show,"Crime, Drama, Mystery",7.6,2001,NA,NA,NA,NA
"play it again, sam",Movie,"Comedy, Romance",7.6,1972,NA,NA,NA,NA
jim & andy the great beyond,Movie,Documentary,7.6,2017,NA,NA,NA,NA
walkabout,Movie,"Adventure, Drama",7.6,1971,NA,NA,NA,NA
the boy and the beast,Movie,"Action, Adventure, Animation",7.6,2015,NA,NA,NA,NA
1900,Movie,"Drama, History",7.6,1976,NA,NA,NA,NA
the shootist,Movie,"Drama, Romance, Western",7.6,1976,NA,NA,NA,NA
capturing the friedmans,Movie,"Biography, Crime, Documentary",7.6,2003,NA,NA,NA,NA
band of outsiders,Movie,"Comedy, Crime, Drama",7.6,1964,NA,NA,NA,NA
vera drake,Movie,"Crime, Drama",7.6,2004,NA,NA,NA,NA
control,Movie,"Comedy, Crime, Drama",7.6,2003,NA,NA,NA,NA
the magnificent ambersons,Movie,"Drama, Romance",7.6,1942,NA,NA,NA,NA
the grim adventures of billy & mandy,TV Show,"Adventure, Animation, Comedy",7.6,2003,NA,NA,NA,NA
crashing,TV Show,Comedy,7.6,2016,TV Show,2016,"British TV Shows, International TV Shows, Romantic TV Shows",NA
the man without a past,Movie,"Comedy, Drama, Romance",7.6,2002,NA,NA,NA,NA
between family,Movie,Comedy,7.6,2017,NA,NA,NA,NA
the long good friday,Movie,"Crime, Drama, Mystery",7.6,1980,NA,NA,NA,NA
sorry we missed you,Movie,Drama,7.6,2019,NA,NA,NA,NA
beautiful thing,Movie,"Comedy, Drama, Romance",7.6,1996,NA,NA,NA,NA
a thursday,Movie,"Drama, Thriller",7.6,2022,NA,NA,NA,NA
pickpocket,Movie,"Crime, Drama",7.6,1959,NA,NA,NA,NA
bloody sunday,Movie,"Drama, History, War",7.6,2002,NA,NA,NA,NA
darr,Movie,"Action, Drama, Romance",7.6,1993,NA,NA,NA,NA
madras cafe,Movie,"Action, Drama, Thriller",7.6,2013,NA,NA,NA,NA
last year at marienbad,Movie,"Drama, Mystery, Romance",7.6,1961,NA,NA,NA,NA
parmanu the story of pokhran,Movie,"Action, Drama, History",7.6,2018,Movie,2018,"Dramas, International Movies",NA
fosters home for imaginary friends,TV Show,"Adventure, Animation, Comedy",7.6,2004,NA,NA,NA,NA
a league of their own,TV Show,"Comedy, Drama, Sport",7.6,2022,NA,NA,NA,NA
moonlight,TV Show,"Crime, Drama, Fantasy",7.6,2007,Movie,2016,"Dramas, Independent Movies, LGBTQ Movies",NA
mutiny on the bounty,Movie,"Adventure, Biography, Drama",7.6,1935,Movie,1962,"Action & Adventure, Classic Movies, Dramas",NA
greek,TV Show,"Comedy, Drama, Family",7.6,2007,NA,NA,NA,NA
bewitched,TV Show,"Comedy, Family, Fantasy",7.6,1964,NA,NA,NA,NA
moonlighting,TV Show,"Comedy, Drama, Mystery",7.6,1985,NA,NA,NA,NA
tehran,TV Show,"Action, Crime, Drama",7.6,2020,NA,NA,NA,NA
the butterflys dream,Movie,"Biography, Drama, History",7.6,2013,Movie,2013,"Dramas, International Movies, Romantic Movies",NA
the trial,Movie,"Drama, Mystery, Thriller",7.6,1962,TV Show,2019,"Crime TV Shows, International TV Shows, TV Dramas",NA
shiddat,Movie,Romance,7.6,2021,NA,NA,NA,NA
mildred pierce,TV Show,"Crime, Drama, Mystery",7.6,2011,NA,NA,NA,NA
detective byomkesh bakshy!,Movie,"Action, Crime, Drama",7.6,2015,NA,NA,NA,NA
maurice,Movie,"Drama, Romance",7.6,1987,NA,NA,NA,NA
checkmate,Movie,"Action, Comedy",7.6,2023,NA,NA,NA,NA
shelter,Movie,"Drama, Romance, Sport",7.6,2007,Movie,2010,"Horror Movies, Thrillers",NA
zorba the greek,Movie,"Comedy, Drama",7.6,1964,NA,NA,NA,NA
victor/victoria,Movie,"Comedy, Music, Romance",7.6,1982,NA,NA,NA,NA
bad genius,Movie,"Comedy, Crime, Drama",7.6,2017,Movie,2017,"Dramas, International Movies, Thrillers",NA
neerja,Movie,"Biography, Drama, Thriller",7.6,2016,NA,NA,NA,NA
