clean_title,type.x,genres.x,average_rating,release_year.x,type.y,release_year.y,genres.y,weekly_hours_viewed
the public enemy,Movie,"Crime, Drama",7.6,1931,NA,NA,NA,NA
maudie,Movie,"Biography, Drama, Romance",7.6,2016,NA,NA,NA,NA
seconds,Movie,"Sci-Fi, Thriller",7.6,1966,NA,NA,NA,NA
in july,Movie,"Adventure, Comedy, Romance",7.6,2000,NA,NA,NA,NA
pyaar ka punchnama,Movie,"Comedy, Drama, Romance",7.6,2011,Movie,2011,"Comedies, Dramas, International Movies",NA
my life as a dog,Movie,"Comedy, Drama",7.6,1985,NA,NA,NA,NA
carandiru,Movie,"Crime, Drama",7.6,2003,NA,NA,NA,1760000
carandiru,Movie,"Crime, Drama",7.6,2003,NA,NA,NA,1390000
doctor foster a woman scorned,TV Show,"Drama, Mystery, Thriller",7.6,2015,NA,NA,NA,NA
winchester 73,Movie,"Action, Drama, Western",7.6,1950,NA,NA,NA,NA
laurence anyways,Movie,"Drama, Romance",7.6,2012,NA,NA,NA,NA
310 to yuma,Movie,"Drama, Thriller, Western",7.6,1957,NA,NA,NA,NA
the pink panther show,TV Show,"Animation, Comedy, Family",7.6,1969,NA,NA,NA,NA
chip n dale rescue rangers,TV Show,"Action, Adventure, Animation",7.6,1989,NA,NA,NA,NA
des,TV Show,"Biography, Crime, Drama",7.6,2020,NA,NA,NA,NA
the bishops wife,Movie,"Comedy, Drama, Fantasy",7.6,1947,NA,NA,NA,NA
newton,Movie,"Comedy, Drama",7.6,2017,NA,NA,NA,NA
indie game the movie,Movie,"Documentary, Drama",7.6,2012,NA,NA,NA,NA
dead set,TV Show,"Drama, Horror, Reality-TV",7.6,2008,TV Show,2008,"British TV Shows, TV Horror, TV Thrillers",NA
buena vista social club,Movie,"Documentary, Music",7.6,1999,NA,NA,NA,NA
eddie murphy raw,Movie,"Comedy, Documentary",7.6,1987,Movie,1987,Stand-Up Comedy,NA
"to sir, with love",Movie,Drama,7.6,1967,NA,NA,NA,NA
the pit,TV Show,"Action, Crime, Drama",7.6,2016,NA,NA,NA,NA
ive loved you so long,Movie,Drama,7.6,2008,NA,NA,NA,NA
müslüm,Movie,"Biography, Drama, Music",7.6,2018,NA,NA,NA,NA
the bridge,TV Show,"Crime, Drama, Mystery",7.6,2013,Movie,2017,"Dramas, International Movies, Romantic Movies",NA
the incredible shrinking man,Movie,"Horror, Sci-Fi",7.6,1957,NA,NA,NA,NA
enron the smartest guys in the room,Movie,"Biography, Documentary, History",7.6,2005,NA,NA,NA,NA
lovers of the arctic circle,Movie,"Drama, Mystery, Romance",7.6,1998,NA,NA,NA,NA
johnny guitar,Movie,"Drama, Western",7.6,1954,NA,NA,NA,NA
mrs. miniver,Movie,"Drama, Romance, War",7.6,1942,NA,NA,NA,NA
kabhi haan kabhi naa,Movie,"Comedy, Drama, Music",7.6,1994,Movie,1994,"Comedies, Dramas, International Movies",NA
the twelve tasks of asterix,Movie,"Adventure, Animation, Comedy",7.6,1976,NA,NA,NA,NA
superman ii the richard donner cut,Movie,"Action, Adventure, Romance",7.6,2006,NA,NA,NA,NA
"no game, no life",TV Show,"Adventure, Animation, Comedy",7.6,2014,NA,NA,NA,NA
bilal a new breed of hero,Movie,"Action, Adventure, Animation",7.6,2015,NA,NA,NA,NA
october,Movie,"Drama, Romance",7.6,2018,NA,NA,NA,NA
breathe into the shadows,TV Show,"Drama, Thriller",7.6,2020,NA,NA,NA,NA
the 36th chamber of shaolin,Movie,"Action, Adventure, Drama",7.6,1978,NA,NA,NA,NA
hamlet,Movie,Drama,7.6,1948,NA,NA,NA,NA
afro samurai,TV Show,"Action, Adventure, Animation",7.6,2007,NA,NA,NA,NA
mister roberts,Movie,"Comedy, Drama, War",7.6,1955,NA,NA,NA,NA
the last naruto the movie,Movie,"Action, Adventure, Animation",7.6,2014,NA,NA,NA,NA
karwaan,Movie,"Adventure, Comedy, Drama",7.6,2018,NA,NA,NA,NA
running on empty,Movie,"Crime, Drama, Music",7.6,1988,NA,NA,NA,NA
the defiant ones,Movie,"Crime, Drama",7.6,1958,NA,NA,NA,NA
the insult,Movie,"Crime, Drama, Thriller",7.6,2017,NA,NA,NA,NA
the woman in the window,Movie,"Crime, Drama, Film-Noir",7.6,1944,Movie,2021,"Dramas, Thrillers",NA
mass,Movie,Drama,7.6,2021,NA,NA,NA,NA
brat 2,Movie,"Action, Crime, Drama",7.6,2000,NA,NA,NA,NA
darkwing duck,TV Show,"Action, Adventure, Animation",7.6,1991,NA,NA,NA,NA
mahaan,Movie,"Action, Drama, Thriller",7.6,2022,NA,NA,NA,NA
spinning out,TV Show,"Drama, Sport",7.6,2020,TV Show,2020,TV Dramas,NA
graceland,TV Show,"Action, Crime, Drama",7.6,2013,NA,NA,NA,NA
the castle,Movie,"Comedy, Drama",7.6,1997,NA,NA,NA,NA
dr. death,TV Show,"Crime, Drama, Thriller",7.6,2021,NA,NA,NA,NA
sanam teri kasam,Movie,"Drama, Musical, Romance",7.6,2016,NA,NA,NA,NA
the seventh continent,Movie,Drama,7.6,1989,NA,NA,NA,NA
tell me who i am,Movie,"Documentary, Drama, Mystery",7.6,2019,Movie,2019,Documentaries,NA
sarkar,Movie,"Crime, Drama",7.6,2005,Movie,2018,"Action & Adventure, Dramas, International Movies",NA
robot dreams,Movie,"Animation, Comedy, Drama",7.6,2023,NA,NA,NA,NA
the english game,TV Show,"Drama, History, Sport",7.6,2020,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",NA
the wedding banquet,Movie,"Comedy, Drama, Romance",7.6,1993,NA,NA,NA,NA
häxan,Movie,"Documentary, Fantasy, Horror",7.6,1922,NA,NA,NA,NA
hungama,Movie,"Comedy, Drama, Romance",7.6,2003,NA,NA,NA,NA
mcmafia,TV Show,"Crime, Drama, Thriller",7.6,2018,NA,NA,NA,NA
the north water,TV Show,"Adventure, Drama, Mystery",7.6,2021,NA,NA,NA,NA
yankee doodle dandy,Movie,"Biography, Drama, Family",7.6,1942,NA,NA,NA,NA
all that heaven allows,Movie,"Drama, Romance",7.6,1955,NA,NA,NA,NA
lady snowblood,Movie,"Action, Crime, Drama",7.6,1973,NA,NA,NA,NA
angel beats!,TV Show,"Action, Animation, Comedy",7.6,2010,TV Show,2010,"Anime Series, International TV Shows",NA
pickup on south street,Movie,"Crime, Film-Noir, Mystery",7.6,1953,NA,NA,NA,NA
dr. jekyll and mr. hyde,Movie,"Horror, Sci-Fi",7.6,1931,NA,NA,NA,NA
pina,Movie,"Documentary, Music",7.6,2011,NA,NA,NA,NA
only angels have wings,Movie,"Adventure, Drama, Romance",7.6,1939,NA,NA,NA,NA
kedi,Movie,Documentary,7.6,2016,NA,NA,NA,NA
forbidden love,TV Show,"Drama, Romance",7.6,2008,NA,NA,NA,NA
ghajini,Movie,"Action, Drama, Mystery",7.6,2005,NA,NA,NA,NA
city on a hill,TV Show,"Crime, Drama, Thriller",7.6,2019,NA,NA,NA,NA
the lovers on the bridge,Movie,"Drama, Romance",7.6,1991,NA,NA,NA,NA
goosebumps,TV Show,"Adventure, Comedy, Drama",7.6,1995,TV Show,1998,"Kids' TV, TV Thrillers",NA
shyam singha roy,Movie,"Drama, Romance",7.6,2021,NA,NA,NA,2880000
shyam singha roy,Movie,"Drama, Romance",7.6,2021,NA,NA,NA,3590000
life in a day,Movie,"Documentary, Drama",7.6,2011,NA,NA,NA,NA
12,Movie,"Crime, Drama, Thriller",7.6,2007,NA,NA,NA,NA
even stevens,TV Show,"Comedy, Family",7.6,2000,NA,NA,NA,NA
gun crazy,Movie,"Crime, Drama, Film-Noir",7.6,1950,NA,NA,NA,NA
hinterland,TV Show,"Crime, Drama, Mystery",7.6,2013,TV Show,2016,"British TV Shows, Crime TV Shows, International TV Shows",NA
leave her to heaven,Movie,"Drama, Film-Noir, Romance",7.6,1945,NA,NA,NA,NA
overlord,TV Show,"Action, Adventure, Animation",7.6,2015,NA,NA,NA,NA
meet john doe,Movie,"Comedy, Drama, Romance",7.6,1941,NA,NA,NA,NA
moonage daydream,Movie,"Biography, Documentary, History",7.6,2022,NA,NA,NA,NA
fire of love,Movie,"Biography, Documentary",7.6,2022,NA,NA,NA,NA
madaari,Movie,"Drama, Thriller",7.6,2016,Movie,2016,"Dramas, Independent Movies, International Movies",NA
rbg,Movie,"Biography, Documentary",7.6,2018,NA,NA,NA,NA
the night manager,TV Show,"Action, Crime, Mystery",7.6,2023,NA,NA,NA,NA
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",10830000
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",18760000
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",18050000
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",26690000
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",30640000
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",10480000
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",14990000
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",20870000
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",33020000
all american,TV Show,"Drama, Sport",7.6,2018,TV Show,2021,"TV Dramas, Teen TV Shows",43970000
"what happened, miss simone?",Movie,"Biography, Documentary, Music",7.6,2015,Movie,2015,"Documentaries, Music & Musicals",NA
degrassi the next generation,TV Show,"Drama, Romance",7.6,2001,NA,NA,NA,NA
teenage bounty hunters,TV Show,"Comedy, Crime, Drama",7.6,2020,TV Show,2020,"Crime TV Shows, TV Comedies, TV Dramas",NA
project blue book,TV Show,"Drama, Mystery, Sci-Fi",7.6,2019,NA,NA,NA,NA
and then we danced,Movie,"Drama, Romance",7.6,2019,NA,NA,NA,NA
lost horizon,Movie,"Adventure, Drama, Fantasy",7.6,1937,NA,NA,NA,NA
wake in fright,Movie,"Drama, Thriller",7.6,1971,NA,NA,NA,NA
the miracle,Movie,"Comedy, Drama, History",7.6,2015,TV Show,2016,"International TV Shows, Korean TV Shows, TV Dramas",NA
franklin & bash,TV Show,"Comedy, Crime, Drama",7.6,2011,NA,NA,NA,NA
carlos,TV Show,"Biography, Crime, Drama",7.6,2010,NA,NA,NA,NA
the swimmer,Movie,Drama,7.6,1968,NA,NA,NA,NA
dahaad,TV Show,"Crime, Drama, Mystery",7.6,2023,NA,NA,NA,NA
the color of pomegranates,Movie,"Biography, Drama, History",7.6,1969,NA,NA,NA,NA
vagabond,Movie,Drama,7.6,1985,TV Show,2019,"International TV Shows, Korean TV Shows, TV Action & Adventure",NA
after life,Movie,"Drama, Fantasy",7.6,1998,TV Show,2020,"British TV Shows, International TV Shows, TV Comedies",NA
better days,Movie,"Crime, Drama, Romance",7.6,2019,NA,NA,NA,NA
io capitano,Movie,Drama,7.6,2023,NA,NA,NA,NA
closely watched trains,Movie,"Comedy, Drama, Romance",7.6,1966,NA,NA,NA,NA
young woman and the sea,Movie,"Biography, Drama, Romance",7.6,2024,NA,NA,NA,NA
soldier of orange,Movie,"Drama, Romance, Thriller",7.6,1977,NA,NA,NA,NA
search party,TV Show,"Comedy, Crime, Drama",7.6,2016,Movie,2014,Comedies,NA
the gospel according to st. matthew,Movie,"Biography, Drama, History",7.6,1964,NA,NA,NA,NA
video game high school,TV Show,"Action, Romance, Sci-Fi",7.6,2012,NA,NA,NA,NA
fireworks wednesday,Movie,"Drama, Mystery, Romance",7.6,2006,NA,NA,NA,NA
sipahi,Movie,Drama,7.6,2024,NA,NA,NA,NA
nanook of the north,Movie,Documentary,7.6,1922,NA,NA,NA,NA
side by side,Movie,Documentary,7.6,2012,NA,NA,NA,NA
drunken angel,Movie,"Crime, Drama, Romance",7.6,1948,NA,NA,NA,NA
bob le flambeur,Movie,"Crime, Drama, Thriller",7.6,1956,NA,NA,NA,NA
it might get loud,Movie,"Documentary, Music",7.6,2008,NA,NA,NA,NA
free to play,Movie,"Action, Documentary",7.6,2014,Movie,2014,Documentaries,NA
scum,Movie,"Crime, Drama",7.6,1979,NA,NA,NA,NA
bheeshma parvam,Movie,"Action, Crime, Drama",7.6,2022,NA,NA,NA,NA
dogtown and z-boys,Movie,"Documentary, Sport",7.6,2001,NA,NA,NA,NA
magic city,TV Show,"Crime, Drama",7.6,2012,NA,NA,NA,NA
the night of the iguana,Movie,Drama,7.6,1964,NA,NA,NA,NA
sailor moon,TV Show,"Action, Adventure, Animation",7.6,1995,NA,NA,NA,NA
agni,Movie,"Action, Drama",7.6,2024,NA,NA,NA,NA
demon slayer kimetsu no yaiba - to the swordsmith village,Movie,"Action, Adventure, Animation",7.6,2023,NA,NA,NA,NA
early edition,TV Show,"Adventure, Comedy, Drama",7.6,1996,NA,NA,NA,NA
baskets,TV Show,"Comedy, Drama",7.6,2016,NA,NA,NA,NA
snabba cash,TV Show,"Action, Crime, Drama",7.6,2021,NA,NA,NA,NA
athlete a,Movie,"Crime, Documentary, Sport",7.6,2020,Movie,2020,"Documentaries, Sports Movies",NA
my way,Movie,"Action, Drama, War",7.6,2011,TV Show,2015,"International TV Shows, TV Dramas",NA
destry rides again,Movie,"Comedy, Western",7.6,1939,NA,NA,NA,NA
outsourced,TV Show,Comedy,7.6,2010,NA,NA,NA,NA
who killed the electric car?,Movie,Documentary,7.6,2006,NA,NA,NA,NA
minx,TV Show,Comedy,7.6,2022,NA,NA,NA,NA
irudhi suttru,Movie,"Drama, Sport",7.6,2016,NA,NA,NA,NA
bordertown,TV Show,"Crime, Drama, Mystery",7.6,2016,TV Show,2019,"Crime TV Shows, International TV Shows, TV Dramas",NA
dragon ball z fusion reborn,Movie,"Action, Animation, Sci-Fi",7.6,1995,NA,NA,NA,NA
spellbound,Movie,"Comedy, Documentary, Thriller",7.6,2002,NA,NA,NA,NA
fire force,TV Show,"Action, Animation, Drama",7.6,2019,NA,NA,NA,NA
ghoomer,Movie,"Drama, Sport",7.6,2023,NA,NA,NA,NA
after the thin man,Movie,"Comedy, Crime, Mystery",7.6,1936,NA,NA,NA,NA
bheja fry,Movie,"Comedy, Drama",7.6,2007,NA,NA,NA,NA
the pride of the yankees,Movie,"Biography, Drama, Romance",7.6,1942,NA,NA,NA,NA
cholera street,Movie,"Crime, Drama, Romance",7.6,1997,NA,NA,NA,NA
"tim and eric awesome show, great job!",TV Show,"Comedy, Music",7.6,2007,NA,NA,NA,NA
shooting dogs,Movie,"Drama, History, War",7.6,2005,NA,NA,NA,NA
three wishes for cinderella,Movie,"Adventure, Drama, Family",7.6,1973,NA,NA,NA,NA
odd man out,Movie,"Crime, Drama, Film-Noir",7.6,1947,NA,NA,NA,NA
ayan,Movie,"Action, Crime, Drama",7.6,2009,NA,NA,NA,NA
you are the apple of my eye,Movie,"Comedy, Drama, Romance",7.6,2011,NA,NA,NA,NA
the dresden files,TV Show,"Crime, Drama, Fantasy",7.6,2007,NA,NA,NA,NA
aamir,Movie,"Action, Crime, Drama",7.6,2008,Movie,2008,"International Movies, Thrillers",NA
joe pickett,TV Show,"Drama, Western",7.6,2021,NA,NA,NA,NA
school spirits,TV Show,"Drama, Fantasy, Mystery",7.6,2023,NA,NA,NA,8900000
the man who copied,Movie,"Comedy, Crime, Drama",7.6,2003,NA,NA,NA,NA
somersault in a coffin,Movie,Drama,7.6,1996,NA,NA,NA,NA
the real ghostbusters,TV Show,"Action, Animation, Comedy",7.6,1986,NA,NA,NA,NA
a confession,TV Show,"Biography, Crime, Drama",7.6,2019,NA,NA,NA,NA
manhunt,TV Show,"Biography, Crime, Drama",7.6,2019,Movie,2017,"Action & Adventure, International Movies",NA
peppermint candy,Movie,Drama,7.6,1999,NA,NA,NA,NA
gasland,Movie,Documentary,7.6,2010,NA,NA,NA,NA
chance,TV Show,"Drama, Mystery, Thriller",7.6,2016,NA,NA,NA,NA
a heart in winter,Movie,"Drama, Music, Romance",7.6,1992,NA,NA,NA,NA
the pawnbroker,Movie,Drama,7.6,1964,NA,NA,NA,NA
the sea hawk,Movie,"Action, Adventure, History",7.6,1940,NA,NA,NA,NA
the green ray,Movie,"Drama, Romance",7.6,1986,NA,NA,NA,NA
berlin station,TV Show,"Action, Drama, Mystery",7.6,2016,NA,NA,NA,NA
harrow,TV Show,"Crime, Drama, Mystery",7.6,2018,NA,NA,NA,NA
the passion of anna,Movie,Drama,7.6,1969,NA,NA,NA,NA
a summers tale,Movie,"Comedy, Drama, Romance",7.6,1996,NA,NA,NA,NA
1776,Movie,"Drama, Family, History",7.6,1972,NA,NA,NA,NA
a sun,Movie,"Crime, Drama",7.6,2019,Movie,2019,"Dramas, Independent Movies, International Movies",NA
weiner,Movie,Documentary,7.6,2016,NA,NA,NA,NA
bhavesh joshi superhero,Movie,"Action, Drama",7.6,2018,Movie,2018,"Dramas, International Movies, Sci-Fi & Fantasy",NA
the prime of miss jean brodie,Movie,"Comedy, Drama, Romance",7.6,1969,NA,NA,NA,NA
chimes at midnight,Movie,"Comedy, Drama, History",7.6,1965,NA,NA,NA,NA
accattone,Movie,Drama,7.6,1961,NA,NA,NA,NA
special,TV Show,"Comedy, Drama",7.6,2019,TV Show,2021,TV Comedies,NA
when youre strange,Movie,"Documentary, Music",7.6,2009,NA,NA,NA,NA
we will dance again,Movie,Documentary,7.6,2024,NA,NA,NA,NA
lonely are the brave,Movie,"Drama, Western",7.6,1962,NA,NA,NA,NA
where the sidewalk ends,Movie,"Crime, Drama, Film-Noir",7.6,1950,NA,NA,NA,NA
khaleja,Movie,"Action, Comedy, Fantasy",7.6,2010,NA,NA,NA,NA
karen pirie,TV Show,"Crime, Drama, Mystery",7.6,2022,NA,NA,NA,NA
elsbeth,TV Show,"Comedy, Crime, Drama",7.6,2024,NA,NA,NA,NA
happiness,Movie,"Drama, Romance",7.6,1965,NA,NA,NA,10820000
happiness,Movie,"Drama, Romance",7.6,1965,NA,NA,NA,10940000
extracurricular,TV Show,"Crime, Drama",7.6,2020,TV Show,2020,"Crime TV Shows, International TV Shows, Korean TV Shows",NA
the taming of the scoundrel,Movie,"Comedy, Romance",7.6,1980,NA,NA,NA,NA
the sky is pink,Movie,"Drama, Romance",7.6,2019,Movie,2019,"Dramas, International Movies",NA
butterfly,Movie,"Drama, War",7.6,1999,NA,NA,NA,NA
the fallen idol,Movie,"Drama, Film-Noir, Mystery",7.6,1948,NA,NA,NA,NA
doctor strange,Movie,"Action, Adventure, Fantasy",7.5,2016,NA,NA,NA,NA
the hunger games catching fire,Movie,"Action, Adventure, Sci-Fi",7.5,2013,NA,NA,NA,5010000
the hunger games catching fire,Movie,"Action, Adventure, Sci-Fi",7.5,2013,NA,NA,NA,7340000
spider-man 2,Movie,"Action, Adventure, Sci-Fi",7.5,2004,NA,NA,NA,NA
harry potter and the order of the phoenix,Movie,"Action, Adventure, Family",7.5,2007,NA,NA,NA,NA
zombieland,Movie,"Action, Comedy, Horror",7.5,2009,Movie,2009,"Comedies, Horror Movies",NA
baby driver,Movie,"Action, Crime, Drama",7.5,2017,NA,NA,NA,NA
a quiet place,Movie,"Drama, Horror, Sci-Fi",7.5,2018,NA,NA,NA,NA
the conjuring,Movie,"Horror, Mystery, Thriller",7.5,2013,Movie,2013,"Horror Movies, Thrillers",NA
source code,Movie,"Action, Drama, Mystery",7.5,2011,NA,NA,NA,NA
indiana jones and the temple of doom,Movie,"Action, Adventure",7.5,1984,Movie,1984,"Action & Adventure, Children & Family Movies, Classic Movies",NA
ice age,Movie,"Adventure, Animation, Comedy",7.5,2002,NA,NA,NA,NA
avatar the way of water,Movie,"Action, Adventure, Fantasy",7.5,2022,NA,NA,NA,NA
gangs of new york,Movie,"Crime, Drama",7.5,2002,Movie,2002,Dramas,NA
the hurt locker,Movie,"Drama, Thriller, War",7.5,2008,NA,NA,NA,NA
28 days later,Movie,"Drama, Horror, Sci-Fi",7.5,2002,NA,NA,NA,NA
arrow,TV Show,"Action, Adventure, Crime",7.5,2012,TV Show,2019,"Crime TV Shows, TV Action & Adventure",NA
collateral,Movie,"Action, Crime, Drama",7.5,2004,TV Show,2018,"British TV Shows, Crime TV Shows, International TV Shows",6100000
the town,Movie,"Crime, Drama, Thriller",7.5,2010,NA,NA,NA,NA
batman,Movie,"Action, Adventure",7.5,1989,NA,NA,NA,NA
the devils advocate,Movie,"Drama, Fantasy, Mystery",7.5,1997,NA,NA,NA,NA
127 hours,Movie,"Biography, Drama",7.5,2010,NA,NA,NA,NA
the illusionist,Movie,"Drama, Fantasy, Mystery",7.5,2006,NA,NA,NA,NA
beetlejuice,Movie,"Comedy, Fantasy",7.5,1988,NA,NA,NA,NA
the aviator,Movie,"Biography, Drama",7.5,2004,NA,NA,NA,NA
eyes wide shut,Movie,"Drama, Mystery, Thriller",7.5,1999,NA,NA,NA,NA
jackie brown,Movie,"Crime, Drama, Thriller",7.5,1997,Movie,1997,"Dramas, Thrillers",NA
the flash,TV Show,"Action, Adventure, Drama",7.5,2014,TV Show,2021,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",NA
total recall,Movie,"Action, Adventure, Sci-Fi",7.5,1990,Movie,1990,"Action & Adventure, Sci-Fi & Fantasy",NA
interview with the vampire,Movie,"Drama, Fantasy, Horror",7.5,1994,NA,NA,NA,NA
les misérables,Movie,"Drama, Musical, Romance",7.5,2012,NA,NA,NA,NA
incredibles 2,Movie,"Action, Adventure, Animation",7.5,2018,NA,NA,NA,NA
hugo,Movie,"Adventure, Drama, Family",7.5,2011,Movie,2011,"Children & Family Movies, Dramas",NA
13 reasons why,TV Show,"Drama, Mystery, Thriller",7.5,2017,TV Show,2020,"Crime TV Shows, TV Dramas, TV Mysteries",NA
the greatest showman,Movie,"Biography, Drama, Musical",7.5,2017,NA,NA,NA,NA
babel,Movie,Drama,7.5,2006,Movie,2006,"Dramas, Independent Movies",NA
lone survivor,Movie,"Action, Biography, Drama",7.5,2013,NA,NA,NA,5500000
lone survivor,Movie,"Action, Biography, Drama",7.5,2013,NA,NA,NA,8.00E+06
fear and loathing in las vegas,Movie,"Adventure, Comedy, Drama",7.5,1998,Movie,1998,"Comedies, Cult Movies, Dramas",NA
contact,Movie,"Drama, Mystery, Sci-Fi",7.5,1997,NA,NA,NA,NA
blackkklansman,Movie,"Biography, Comedy, Crime",7.5,2018,NA,NA,NA,NA
the 100,TV Show,"Action, Drama, Sci-Fi",7.5,2014,TV Show,2020,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",12990000
the 100,TV Show,"Action, Drama, Sci-Fi",7.5,2014,TV Show,2020,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",13590000
enemy at the gates,Movie,"Action, Drama, War",7.5,2001,NA,NA,NA,NA
blow,Movie,"Biography, Crime, Drama",7.5,2001,Movie,2001,Dramas,NA
perfume the story of a murderer,Movie,"Crime, Drama, Fantasy",7.5,2006,NA,NA,NA,4450000
heroes,TV Show,"Crime, Drama, Fantasy",7.5,2006,NA,NA,NA,NA
the impossible,Movie,"Drama, History, Thriller",7.5,2012,Movie,2012,Dramas,NA
"i, tonya",Movie,"Biography, Comedy, Drama",7.5,2017,NA,NA,NA,NA
munich,Movie,"Drama, History, Thriller",7.5,2005,NA,NA,NA,NA
master and commander the far side of the world,Movie,"Action, Adventure, Drama",7.5,2003,NA,NA,NA,NA
the favourite,Movie,"Biography, Comedy, Drama",7.5,2018,NA,NA,NA,NA
sleepers,Movie,"Crime, Drama, Thriller",7.5,1996,NA,NA,NA,NA
furiosa a mad max saga,Movie,"Action, Adventure, Sci-Fi",7.5,2024,NA,NA,NA,NA
kiss kiss bang bang,Movie,"Comedy, Crime, Mystery",7.5,2005,NA,NA,NA,NA
stranger than fiction,Movie,"Comedy, Drama, Fantasy",7.5,2006,Movie,2006,"Comedies, Romantic Movies",NA
thank you for smoking,Movie,"Comedy, Drama",7.5,2005,NA,NA,NA,NA
agents of s.h.i.e.l.d.,TV Show,"Action, Adventure, Drama",7.5,2013,NA,NA,NA,NA
national lampoons christmas vacation,Movie,Comedy,7.5,1989,NA,NA,NA,NA
hawkeye,TV Show,"Action, Adventure, Crime",7.5,2021,NA,NA,NA,NA
the hunt for red october,Movie,"Action, Adventure, Thriller",7.5,1990,NA,NA,NA,NA
promising young woman,Movie,"Crime, Drama, Mystery",7.5,2020,NA,NA,NA,NA
the crow,Movie,"Action, Crime, Drama",7.5,1994,Movie,1994,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",NA
upgrade,Movie,"Action, Sci-Fi, Thriller",7.5,2018,NA,NA,NA,NA
sideways,Movie,"Comedy, Drama, Romance",7.5,2004,NA,NA,NA,NA
gossip girl,TV Show,"Drama, Romance",7.5,2007,TV Show,2012,"TV Dramas, Teen TV Shows",NA
tucker and dale vs evil,Movie,"Comedy, Horror",7.5,2010,NA,NA,NA,NA
the abyss,Movie,"Adventure, Drama, Mystery",7.5,1989,NA,NA,NA,NA
battle royale,Movie,"Adventure, Drama, Thriller",7.5,2000,NA,NA,NA,NA
the assassination of jesse james by the coward robert ford,Movie,"Biography, Crime, Drama",7.5,2007,NA,NA,NA,NA
grindhouse,Movie,"Horror, Thriller",7.5,2007,NA,NA,NA,NA
legends of the fall,Movie,"Drama, Romance, War",7.5,1994,NA,NA,NA,NA
a time to kill,Movie,"Crime, Drama, Thriller",7.5,1996,NA,NA,NA,NA
a man called otto,Movie,"Comedy, Drama",7.5,2022,NA,NA,NA,5350000
a man called otto,Movie,"Comedy, Drama",7.5,2022,NA,NA,NA,10640000
